,Unnamed: 0,seller_id,seller_zip_code_prefix,seller_city,seller_state,review_score,total_sales,total_revenue,favorite_product,average_frequency,multiple_sales,main_product_ratio,days_since_last,dropped_off,cluster,price_per_order
69,69,5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,1.0,1,35.0,auto,735.0,0,100.0,701,False,1,35.0
70,70,f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,5.0,2,289.8,auto,11.0,1,100.0,20,True,2,144.9
71,71,ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,3.882352941176471,340,9771.429999999948,telephony,152.99410029498526,1,92.35294117647058,19,False,2,28.739499999999847
72,72,a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,4.5,4,1011.52,musical_instruments,4.0,1,100.0,38,True,2,252.88
73,73,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,4.421052631578949,361,34725.43000000012,consoles_games,180.91944444444442,1,45.42936288088642,19,False,3,96.19232686980642
74,74,8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,4.777777777777779,9,1256.0,food,89.625,1,55.555555555555564,23,False,3,139.55555555555554
75,75,dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,4.5,2,84.0,auto,67.0,1,100.0,23,False,2,42.0
76,76,b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,3.3157894736842106,133,4844.489999999984,bed_bath_table,52.70454545454545,1,96.24060150375941,20,False,2,36.42473684210515
77,77,7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,4.2,145,7094.089999999982,housewares,155.81944444444446,1,70.34482758620689,13,False,3,48.92475862068953
78,78,731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,3.6666666666666665,3,1692.0,kitchen_dining_laundry_garden_furniture,0.0,1,100.0,316,True,2,564.0
79,79,78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,5.0,1,152.42,drinks,735.0,0,100.0,77,False,1,152.42
80,80,3296662b1331dea51e744505065ae889,15805,catanduva,SP,5.0,1,517.8,unknown,735.0,0,100.0,13,False,1,517.8
81,81,411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,4.0,30,1804.01,construction_tools_construction,33.96551724137931,1,83.33333333333334,18,False,2,60.13366666666666
82,82,bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,4.294117647058823,17,11702.1,health_beauty,102.625,1,94.11764705882351,79,False,2,688.3588235294118
83,83,4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,4.122222222222222,90,9385.899999999998,small_appliances,158.87640449438203,1,82.2222222222222,59,False,2,104.28777777777775
84,84,b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,3.952380952380953,42,2148.49,health_beauty,170.97560975609755,1,90.4761904761905,32,False,2,51.1545238095238
85,85,d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,4.2,60,19242.9,watches_gifts,55.322033898305094,1,95.0,27,False,2,320.71500000000003
86,86,669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,4.134408602150538,186,13248.87,sports_leisure,161.33513513513515,1,66.12903225806451,32,False,3,71.23048387096775
87,87,c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,4.666666666666667,15,2470.9,housewares,109.57142857142857,1,100.0,13,False,2,164.72666666666666
88,88,674207551483fec113276b67b0d871ff,18040,sorocaba,SP,5.0,1,119.9,housewares,735.0,0,100.0,66,False,1,119.9
89,89,abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,3.88,50,17159.0,health_beauty,131.40816326530614,1,82.0,35,False,2,343.18
90,90,1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,3.9,10,2943.51,watches_gifts,31.444444444444446,1,80.0,25,False,2,294.351
91,91,79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,5.0,1,99.9,luggage_accessories,735.0,0,100.0,413,False,1,99.9
92,92,7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,5.0,1,189.9,small_appliances,735.0,0,100.0,52,False,1,189.9
93,93,63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,3.1764705882352944,17,398.99999999999983,unknown,55.8125,1,82.35294117647058,406,True,2,23.47058823529411
94,94,83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,3.8,5,579.5,sports_leisure,120.5,1,100.0,266,True,2,115.9
95,95,cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,3.9444444444444446,18,1118.6,auto,60.411764705882355,1,61.111111111111114,25,False,3,62.14444444444444
96,96,d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,4.916666666666667,12,1146.88,pet_shop,2.1818181818181817,1,100.0,23,True,2,95.57333333333334
97,97,709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,4.525,80,5151.899999999997,health_beauty,84.63291139240506,1,72.5,14,False,3,64.39874999999996
98,98,9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,4.75,4,749.6,health_beauty,8.0,1,100.0,13,True,2,187.4
99,99,276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,3.808510638297872,47,3522.000000000003,housewares,41.0,1,65.95744680851064,27,False,3,74.93617021276603
100,100,9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,4.5,2,1218.9,toys,6.0,1,100.0,20,True,2,609.45
101,101,512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,4.25,12,7401.939999999998,musical_instruments,46.72727272727273,1,83.33333333333334,23,False,2,616.8283333333331
102,102,422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,5.0,1,239.9,furniture_decor,735.0,0,100.0,591,False,1,239.9
103,103,99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,4.5,2,159.8,pet_shop,1.0,1,100.0,80,True,2,79.9
104,104,698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,5.0,1,19.9,unknown,735.0,0,100.0,157,False,1,19.9
105,105,8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,4.336842105263158,95,4190.719999999998,costruction_tools_garden,83.13829787234044,1,64.21052631578948,48,False,3,44.11284210526314
106,106,ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,3.7142857142857135,7,349.9,electronics,33.333333333333336,1,71.42857142857143,441,True,3,49.98571428571428
107,107,d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,4.833333333333333,6,6080.0,garden_tools,288.8,1,100.0,116,False,2,1013.3333333333334
108,108,98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,4.0,1,21.6,sports_leisure,735.0,0,100.0,396,False,1,21.6
109,109,62760d278921b5f352461620d68a9cee,13320,salto,SP,3.6666666666666665,3,397.0,furniture_decor,4.5,1,100.0,571,True,2,132.33333333333334
110,110,eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,4.625,8,1063.92,garden_tools,26.714285714285715,1,25.0,44,True,3,132.99
111,111,3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,4.428571428571429,7,569.6999999999998,pet_shop,19.666666666666668,1,100.0,120,True,2,81.38571428571426
112,112,1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,4.3023255813953485,43,2323.300000000001,auto,84.19047619047619,1,100.0,13,False,2,54.03023255813956
113,113,791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,1.5,2,596.26,computers_accessories,104.0,1,100.0,349,True,2,298.13
114,114,392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,5.0,2,52.0,auto,0.0,1,100.0,19,True,2,26.0
115,115,0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,4.013636363636364,220,17348.789999999968,bed_bath_table,151.8173515981735,1,63.63636363636363,19,False,3,78.85813636363622
116,116,37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,4.296819787985866,283,55735.54000000001,bed_bath_table,49.88652482269504,1,98.2332155477032,111,True,2,196.945371024735
117,117,87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,5.0,1,269.9,furniture_bedroom,735.0,0,100.0,46,False,1,269.9
118,118,3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,3.333333333333333,3,608.5999999999998,bed_bath_table,25.0,1,100.0,30,True,2,202.8666666666666
119,119,e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,4.136363636363637,22,1878.58,health_beauty,19.19047619047619,1,100.0,14,False,2,85.39
120,120,44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,3.751633986928105,153,18729.639999999992,health_beauty,127.4605263157895,1,32.02614379084967,32,False,3,122.41594771241824
121,121,05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,5.0,1,179.9,consoles_games,735.0,0,100.0,24,False,1,179.9
122,122,9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,3.5,10,293.2,telephony,53.77777777777778,1,100.0,138,True,2,29.32
123,123,f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,1.0,1,185.0,watches_gifts,735.0,0,100.0,96,False,1,185.0
124,124,75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,5.0,3,228.4,toys,25.5,1,66.66666666666666,520,True,3,76.13333333333334
125,125,0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,4.0,4,173.99,computers_accessories,41.333333333333336,1,50.0,18,False,3,43.4975
126,126,7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,4.336734693877552,98,9731.849999999991,sports_leisure,174.89690721649484,1,95.91836734693877,16,False,2,99.3045918367346
127,127,99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,3.7222222222222223,36,4088.0,baby,80.57142857142857,1,80.55555555555556,27,False,2,113.55555555555556
128,128,e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,4.0,3,452.88,furniture_decor,27.5,1,100.0,18,False,2,150.96
129,129,784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,3.64,25,8321.119999999995,stationery,73.91666666666667,1,48.0,228,True,3,332.8447999999998
130,130,099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,2.95,20,5193.829999999998,housewares,44.42105263157895,1,45.0,27,False,3,259.6914999999999
131,131,0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,4.833333333333333,6,1449.4,toys,34.0,1,100.0,247,True,2,241.5666666666667
132,132,b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,4.2727272727272725,11,1349.1,christmas_supplies,129.6,1,72.72727272727273,43,False,3,122.64545454545454
133,133,ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,4.25,8,801.89,computers_accessories,86.42857142857143,1,37.5,37,False,3,100.23625
134,134,ea00f977a203ff88adf7057cb7806998,11085,santos,SP,4.105263157894736,19,389.72000000000014,auto,16.444444444444443,1,100.0,20,True,2,20.511578947368427
135,135,82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,3.3176470588235296,85,11528.619999999986,furniture_decor,48.273809523809526,1,97.64705882352942,234,True,2,135.6308235294116
136,136,ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,3.2222222222222223,9,302.1,drinks,25.0,1,100.0,25,False,2,33.56666666666667
137,137,34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,1.0,1,8.0,food_drink,735.0,0,100.0,492,False,1,8.0
138,138,ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,3.725,40,12759.449999999993,computers_accessories,125.48717948717949,1,82.5,44,False,2,318.9862499999998
139,139,f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,4.608695652173913,23,3446.9,housewares,74.27272727272727,1,100.0,26,False,2,149.86521739130436
140,140,fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,3.1818181818181817,11,2969.7000000000007,furniture_decor,65.3,1,72.72727272727273,192,True,3,269.97272727272735
141,141,ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,2.6666666666666665,3,253.7,sports_leisure,41.0,1,66.66666666666666,545,True,3,84.56666666666666
142,142,d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,3.5,4,368.6,fashion_bags_accessories,115.33333333333331,1,100.0,405,True,2,92.15
143,143,75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,4.777777777777779,9,716.9000000000002,housewares,25.0,1,88.8888888888889,152,True,2,79.65555555555558
144,144,70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,5.0,1,25.99,housewares,735.0,0,100.0,36,False,1,25.99
145,145,ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,1.0,1,69.9,books_general_interest,735.0,0,100.0,78,False,1,69.9
146,146,26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,4.0,4,119.7,fashion_bags_accessories,7.0,1,75.0,18,True,3,29.925
147,147,0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,5.0,2,158.88,auto,58.0,1,100.0,231,True,2,79.44
148,148,fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,3.6,5,519.99,computers_accessories,36.75,1,40.0,28,False,3,103.998
149,149,b18dc380845b24038cfc48006478f099,9951,diadema,SP,3.87037037037037,54,8353.3,health_beauty,59.62264150943397,1,98.14814814814815,37,False,2,154.69074074074072
150,150,f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,4.0,8,439.94000000000005,health_beauty,70.14285714285714,1,100.0,17,False,2,54.99250000000001
151,151,889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,4.0,1,89.9,health_beauty,735.0,0,100.0,465,False,1,89.9
152,152,ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,4.225806451612904,31,1649.0099999999998,housewares,51.13333333333333,1,35.483870967741936,23,False,3,53.19387096774193
153,153,4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,4.291666666666667,48,4819.760000000001,health_beauty,94.23404255319149,1,58.33333333333334,24,False,3,100.41166666666669
154,154,01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,4.090909090909091,11,1521.21,health_beauty,42.3,1,100.0,219,True,2,138.29181818181817
155,155,f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,4.2,5,4398.5,musical_instruments,65.25,1,100.0,399,True,2,879.7
156,156,024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,4.75,8,706.4,market_place,18.571428571428573,1,75.0,574,True,3,88.3
157,157,a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,4.5,2,677.0,construction_tools_construction,4.0,1,50.0,282,True,3,338.5
158,158,c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,1.0,1,12.5,computers_accessories,735.0,0,100.0,21,False,1,12.5
159,159,02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,4.833333333333333,30,3883.049999999999,luggage_accessories,71.51724137931033,1,100.0,32,False,2,129.43499999999997
160,160,7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,4.625,8,634.1999999999998,construction_tools_construction,34.57142857142857,1,75.0,38,True,3,79.27499999999998
161,161,f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,3.827586206896552,29,6241.0,auto,45.60714285714285,1,100.0,110,True,2,215.20689655172413
162,162,a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,5.0,6,335.0,health_beauty,17.0,1,100.0,18,True,2,55.833333333333336
163,163,6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,3.933333333333333,30,860.8200000000003,small_appliances,19.51724137931034,1,80.0,97,True,2,28.69400000000001
164,164,42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,4.0,2,247.99,health_beauty,123.0,1,50.0,26,False,3,123.995
